DIV1,DIV2,DIV3,DIV4,DIV5,DIV6,DIV7,DIV8,DIV9,DIV10,DIV11,"DIV12,",DIV13,DIV14
1013.122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1717.133,1718.91,1785.083,1795.321
1024.905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1750.546,1781.392,1803.343,1850.609
1125.105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1698.85,1714.775,1757.604,1806.746
1000.139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1744.849,1785.638,1841.956,NaN
1032.714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1719.131,1755.621,1786.619,NaN
1142.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1687.424,1727.728,1780.555,NaN
1112.083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1731.117,1704.492,1833.646,NaN
1225.164,NaN,NaN,NaN,NaN,NaN,NaN,1621.501,1619.271,1683.819,1732.951,1740.158,1768.565,1772.919
1089.679,NaN,NaN,NaN,NaN,NaN,NaN,1690.387,1664.533,1734.958,1797.7,1763.294,1800.036,1831.47
1164.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1749.761,NaN,1787.796,1815.621,1778.396
1083.501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1717.289,NaN,1773.425,1824.494,1800.894
1069.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1669.356,NaN,1720.625,1706.086,1682.729
1025.412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1601.464,NaN,1662.569,1670.726,1686.005
1047.344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1658.791,NaN,NaN,1652.412,1667.462
1007.285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1532.819,NaN,NaN,1750.185,1695.802
1031.606,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1528.758,NaN,NaN,1671.965,1712.54
962.126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1620.402,NaN,NaN,1715.885,1710.216
1025.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1590.049,NaN,NaN,1681.445,1701.187
922.128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1607.313,NaN,NaN,1710.199,1706.882
1007.795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1603.375,NaN,NaN,NaN,1708.938
1062.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1561.488,NaN,NaN,NaN,1638.959
1098.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1624.388,NaN,NaN,NaN,1725.709
1134.873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1545.317,NaN,NaN,NaN,1695.594
1017.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1682.374
1052.469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1676.918
1002.981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1680.342
1024.708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1713.483
1129.245,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1625.912
1012.679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1697.169
1080.828,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1715.953
1099.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1652.819
