DIV1,DIV2,DIV3,DIV4,DIV5,DIV6,DIV7,DIV8,DIV9,DIV10,DIV11,"DIV12,",DIV13,DIV14
67466.359,78937.763,91224.938,120011.713,143931.049,158115.509,170490.208,195027.856,213156.522,241022.888,236590.244,249840.178,259981.615,255153.704
70311.419,85262.044,101736.233,126976.892,150351.324,166955.386,189093.195,215045.336,235539.961,255820.012,263965.348,277988.878,289519.398,297701.438
69511.726,75253.304,95643.465,120906.711,138369.069,152700.343,178948.935,211490.751,227564.026,246790.971,257262.739,261805.493,282048.841,NaN
57285.659,73483.07,101400.255,106414.507,132976.49,155695.907,174533.231,195479.59,211389.111,235203.984,237332.782,245311.541,258493.715,NaN
70203.768,79736.768,95934.269,123027.04,145351.189,165405.373,187701.289,213910.354,232761.795,257818.937,257350.263,270586.08,281407.943,NaN
68742.791,93102.459,105383.988,129766.352,147513.867,162782.49,186241.622,199686.367,211781.555,240619.15,252166.61,258372.312,272441.015,281718.51
92133.795,91366.105,100990.871,149478.912,168056.489,196603.28,217493.172,247231.412,263666.074,285925.287,261370.699,284558.79,302125.611,NaN
66036.14,74160.671,79985.222,132843.793,140125.187,164157.457,176769.316,192365.446,216146.439,232939.665,241375.805,239215.95,261935.367,267624.397
59084.967,82269.304,99147.23,131607.17,143047.343,157350.384,175840.437,204726.029,219895.834,238707.749,221942.756,257816.114,266003.8,313958.229
86858.9,110406.71,126200.474,155986.711,178573.43,202950.148,223501.24,262689.199,274118.079,301047.095,295439.942,314723.354,325257.236,329139.328
74648.212,83186.889,111115.368,134261.109,151923.924,174922.852,197667.679,225150.07,243837.757,263587.021,276334.401,290038.893,289107.191,296044.137
105328.72,127922.711,156816.773,194598.708,212961.711,236463.193,265374.195,301538.357,309587.699,325669.443,336511.069,343919.513,343947.747,348256.163
67032.844,NaN,NaN,NaN,NaN,NaN,NaN,183204.588,196427.728,NaN,219640.749,224039.467,237281.16,243039.298
68076.371,NaN,NaN,NaN,NaN,NaN,NaN,178083.994,186319.784,NaN,217944.004,225626.581,246036.431,253965.256
77032.047,NaN,NaN,NaN,NaN,NaN,NaN,178326.868,197723.056,NaN,230392.984,237257.548,259994.94,246137.629
79619.739,NaN,NaN,NaN,NaN,NaN,NaN,174854.107,184530.275,NaN,207642.098,218276.269,231868.781,229704.841
82165.976,NaN,NaN,NaN,NaN,NaN,NaN,177289.594,190175.409,NaN,212212.852,218444.932,233769.607,232226.345
73252.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,204338,NaN,223757.801,234897.959,249645.809,249450.16
105577.168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201315.568,NaN,224226.682,234908.079,243899.477,NaN
80992.506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,190344.072,NaN,213391.803,224791.702,233852.252,NaN
78534.758,NaN,NaN,NaN,NaN,NaN,NaN,NaN,189620.509,NaN,213051.105,226223.646,238414.572,NaN
84189.254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192113.341,NaN,220146.736,229085.849,245970.653,NaN
75422.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,222637.882,233663.35,246056.671,249780.739
65241.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,208316.748,212435.487,224304.267,225847.529
61032.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,206667.229,210514.421,221420.138,226938.776
69387.755,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,216975.881,217343.566,233147.242,233354.697
70935.108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221946.365,234206.443,239406.308,245078.428
74250.638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,211028.841,216149.435,227937.258,234417.271
65837.851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,220077.585,230764.041,244496.542,NaN
74140.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,217544.274,228854.782,236829.145,NaN
84127.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210983.302,219101.029,234817.001,NaN
81587.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,220624.051,212494.518,250384.551,NaN
93079.777,NaN,NaN,NaN,NaN,NaN,NaN,187933.884,191015.348,206218.587,219571.597,221116.546,226500.253,227222.129
83030.865,NaN,NaN,NaN,NaN,NaN,NaN,202590.656,199018.384,213406.983,223024.119,224005.735,236063.417,232686.794
82369.708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,212231.405,NaN,225297.689,234292.461,226493.506
81777.703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209684.601,NaN,226061.73,233619.497,228331.928
74784.955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,186437.848,NaN,198512.397,212098.162,204319.447
70229.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,181119.919,NaN,199075.729,201089.56,202536.684
74945.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,187768.595,NaN,NaN,197438.017,193988.868
68478.664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,166388.936,NaN,NaN,207522.348,196547.478
71345.927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,166370.383,NaN,NaN,195528.757,204110.305
62776.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,184203.07,NaN,NaN,204078.259,202187.553
71585.428,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180239.501,NaN,NaN,201334.12,202583.91
53439.029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,181000.169,NaN,NaN,204978.917,203600.945
71411.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,183759.487,NaN,NaN,NaN,200757.295
73735.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,167483.555,NaN,NaN,NaN,187006.241
74889.526,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,181976.725,NaN,NaN,NaN,208699.612
75785.124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,174444.257,NaN,NaN,NaN,200372.744
70895.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,198821.049
75253.837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197217.069
69146.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,202939.787
73693.709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,204024.287
77677.517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,185778.377
69021.757,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200544.78
73418.789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,207544.274
73606.004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,195604.655
